"id","name","specialization","degree","hospital_name","link"
97,"Dr. Dhwanee Thakkar","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellowship in Haemostasis and Thrombosis, 
Fellowship of National Board (FNB) in Paediatric Haematology Oncology, 
IAP Fellowship, Paediatric Haematology Oncology and Bone Marrow Transplant , 
M.D. Paediatrics , 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatric-bone-marrow-transplant/doctor/dr-dhwanee-thakkar"
98,"Dr. Dhwanee Thakkar","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellowship in Haemostasis and Thrombosis, 
Fellowship of National Board (FNB) in Paediatric Haematology Oncology, 
IAP Fellowship, Paediatric Haematology Oncology and Bone Marrow Transplant , 
M.D. Paediatrics , 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-dhwanee-thakkar"
99,"Dr. Dhwanee Thakkar","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellowship in Haemostasis and Thrombosis, 
Fellowship of National Board (FNB) in Paediatric Haematology Oncology, 
IAP Fellowship, Paediatric Haematology Oncology and Bone Marrow Transplant , 
M.D. Paediatrics , 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-dhwanee-thakkar"
100,"Dr. Dinesh Bansal","Nephrology 
                                                    Kidney Transplant  
                                                    Renal Care","DM Nephrology , M.D. Medicine , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-dinesh-bansal"
101,"Dr. Dinesh Bansal","Nephrology 
                                                    Kidney Transplant  
                                                    Renal Care","DM Nephrology , M.D. Medicine , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/nephrology/doctor/dr-dinesh-bansal"
102,"Dr. Dinesh Bansal","Nephrology 
                                                    Kidney Transplant  
                                                    Renal Care","DM Nephrology , M.D. Medicine , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/kidney-transplant/doctor/dr-dinesh-bansal"
103,"Dr. Firdoos Alimad Mir","Cardiac Surgery 
                                                    Cardiac Care","MBBS , MS General Surgery , MCh Cardiothorasic and Vascular Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-firdoos-alimad-mir"
104,"Dr. Firdoos Alimad Mir","Cardiac Surgery 
                                                    Cardiac Care","MBBS , MS General Surgery , MCh Cardiothorasic and Vascular Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-firdoos-alimad-mir"
105,"Dr. Fysal Kollanta Valappil","Liver Transplant","FNB- PD Degree Liver Transplantation, Liver Transplant fellowship , M.Ch ( Surgical Gastroenterology ) , MS ( Medical Surgery ) , FMAS , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/liver-transplantation/doctor/dr-fysal-kollanta-valappil"
106,"Dr. Gagan Gautam","Urology 
                                                    Renal Care","Clinical Fellowship (Minimally Invasive Urology) , M.Ch (Urology) , DNB (Gen. Surgery) , MS (Gen. Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-gagan-gautam"
107,"Dr. Gagan Gautam","Urology 
                                                    Renal Care","Clinical Fellowship (Minimally Invasive Urology) , M.Ch (Urology) , DNB (Gen. Surgery) , MS (Gen. Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology/doctor/dr-gagan-gautam"
108,"Dr. Gagandeep S Wander","Interventional Cardiology 
                                                    Cardiac Care","M.B.B.S , M.D (Medicine) , D.M (Cardiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-gagandeep-singh"
109,"Dr. Gagandeep S Wander","Interventional Cardiology 
                                                    Cardiac Care","M.B.B.S , M.D (Medicine) , D.M (Cardiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-gagandeep-singh"
110,"Dr. Ganesh Seth","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology), 
M.D. (Medicine), 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-ganesh-seth"
111,"Dr. Ganesh Seth","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology), 
M.D. (Medicine), 
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac/doctor/dr-ganesh-seth"
112,"Dr. Gauranga Majumdar","Cardiac Surgery 
                                                    Cardiac Care","MCh (Cardio Thoracic and Vascular surgery) , M.S. (General Surgery) , M.B.B.S. , MS in General Surgery , MCh in Cardio Thoracic and Vascular surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-gauranga-majumdar"
113,"Dr. Gauranga Majumdar","Cardiac Surgery 
                                                    Cardiac Care","MCh (Cardio Thoracic and Vascular surgery) , M.S. (General Surgery) , M.B.B.S. , MS in General Surgery , MCh in Cardio Thoracic and Vascular surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac-surgery/doctor/dr-gauranga-majumdar"
114,"Dr. Gaytri Kamra Arora","Internal Medicine","MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-gaytri-kamra-arora"
115,"Dr. Gopal Sharma","Urology 
                                                    Renal Care","Vattikuti Fellowship in Urologic Oncology & Robotic Surgery , M.Ch. Urology , M.S. Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-gopal-sharma"
116,"Dr. Gopal Sharma","Urology 
                                                    Renal Care","Vattikuti Fellowship in Urologic Oncology & Robotic Surgery , M.Ch. Urology , M.S. Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology/doctor/dr-gopal-sharma"
140,"Dr. Kunjahari Medhi","Medical Oncology 
                                                    Cancer Care","DM (AIIMS) , MD , MBBS (Gold Medal)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-kunjahari-medhi"
117,"Dr. Harkirat Singh Talwar","Urology 
                                                    Renal Care","Senior Clinical Fellow in Robotics, Uro-oncology and Renal Transplantation , M. Ch. Urology , M. S. General Surgery , Internship , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-harkirat-singh-talwar"
118,"Dr. Harkirat Singh Talwar","Urology 
                                                    Renal Care","Senior Clinical Fellow in Robotics, Uro-oncology and Renal Transplantation , M. Ch. Urology , M. S. General Surgery , Internship , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology/doctor/dr-harkirat-singh-talwar"
119,"Dr. Harpreet Wasir","Cardiac Surgery 
                                                    Cardiac Care","MS (General Surgery),
M.Ch (Cardiothoracic & Vascular Surgery),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-harpreet-wasir"
120,"Dr. Harpreet Wasir","Cardiac Surgery 
                                                    Cardiac Care","MS (General Surgery),
M.Ch (Cardiothoracic & Vascular Surgery),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-harpreet-wasir"
121,"Dr. Himanshu Dabral","Clinical & Preventive Cardiology 
                                                    Cardiac Care","D.M ( Cardiology ) , M.D ( Gen. Medicine ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-himanshu-dabral"
122,"Dr. Himanshu Dabral","Clinical & Preventive Cardiology 
                                                    Cardiac Care","D.M ( Cardiology ) , M.D ( Gen. Medicine ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-himanshu-dabral"
123,"Dr. Himanshu Gupta","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology) , 
M.D. (Internal Medicine) , 
M.B.B.S.
Fellow of Indian College of Cardiology
Fellow of Asia Pacific Society of Interventional Cardiology","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-himanshu-gupta"
124,"Dr. Himanshu Gupta","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology) , 
M.D. (Internal Medicine) , 
M.B.B.S.
Fellow of Indian College of Cardiology
Fellow of Asia Pacific Society of Interventional Cardiology","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac/doctor/dr-himanshu-gupta"
125,"Dr. Indivar Upadhyay","Cardiac Surgery 
                                                    Cardiac Care","PhD , M.S. , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-indivar-upadhyay"
126,"Dr. Indivar Upadhyay","Cardiac Surgery 
                                                    Cardiac Care","PhD , M.S. , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-indivar-upadhyay"
127,"Dr. Ishani Mohapatra","Lab & Pathology","PDF, Neuropathology , MD, Pathology , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lab-pathology/doctor/dr-ishani-mohapatra"
128,"Dr. Jitendra Fotedar","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellow Non-Invasive Cardiology , M.D Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-jitendra-fotedar"
129,"Dr. Jitendra Fotedar","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellow Non-Invasive Cardiology , M.D Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-jitendra-fotedar"
130,"Dr. Kamal Bharti","Critical Care","Diploma in Anaesthesiology (D.A.) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-kamal-bharti"
131,"Dr. Kamal S. Yadav","Liver Transplant","LT Fellowship , DNB-SS (G.I. Surgery) , M.S. General Surgery , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/liver-transplantation/doctor/dr-kamal-s-yadav"
132,"Dr. Kanika Rana","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Clinical Observership Head and Neck Oncology, MSKCC, Newyork - 2022 , Fellowship in Head and Neck Oncology , Clinical Observorship Head and Neck surgery , M.S. ENT , D.N.B. ENT , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-kanika-rana"
133,"Dr. Kanika Rana","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Clinical Observership Head and Neck Oncology, MSKCC, Newyork - 2022 , Fellowship in Head and Neck Oncology , Clinical Observorship Head and Neck surgery , M.S. ENT , D.N.B. ENT , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/head-neck/doctor/dr-kanika-rana"
134,"Dr. Karan Gupta","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Fellowship in Robotic Head-Neck Surgery , Fellowship in Head-Neck Surgery , Fellowship In Head-Neck and Reconstructive Surgery , DNB (Otolaryngology & Head-Neck Surgery , MS (Otolaryngology & Head-Neck Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-karan"
135,"Dr. Karan Gupta","Head & Neck Cancer Thyroid & Parathyroid Surgery 
                                                    Cancer Care","Fellowship in Robotic Head-Neck Surgery , Fellowship in Head-Neck Surgery , Fellowship In Head-Neck and Reconstructive Surgery , DNB (Otolaryngology & Head-Neck Surgery , MS (Otolaryngology & Head-Neck Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/head-neck/doctor/dr-karan"
136,"Dr. Kartikeya Bhargava","Electrophysiology 
                                                    Cardiac Care","D.N.B. (Cardiology) , M.D. (General Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-kartikeya-bhargava"
137,"Dr. Kartikeya Bhargava","Electrophysiology 
                                                    Cardiac Care","D.N.B. (Cardiology) , M.D. (General Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/electrophysiology/doctor/dr-kartikeya-bhargava"
138,"Dr. Kulbir Ahlawat","Radiology & Imaging","M.D. (Radio-Diagnosis) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiology/doctor/dr-kulbir-ahlawat"
139,"Dr. Kunjahari Medhi","Medical Oncology 
                                                    Cancer Care","DM (AIIMS) , MD , MBBS (Gold Medal)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-kunjahari-medhi"
